[19:13:55] 日志目录：F:\k230gc\pidtest\host\logs\20260707_191355
[19:30:20] TUNE,Y,RECENTERED,ERROR,-2
[19:30:20] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:30:27] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.010,SCORE,302.017
[19:30:27] TUNE,Y,CHAMPIONSHIP_LOCAL,COUNT,17
[19:30:27] TUNE,Y,RECENTER
[19:30:27] TUNE,Y,RECENTERED,ERROR,-3
[19:30:27] TUNE,Y,PID_TEST,KP,0.080,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:30:35] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.320,KD,0.003,SCORE,192.708
[19:30:35] TUNE,Y,RECENTER
[19:30:35] TUNE,Y,RECENTERED,ERROR,1
[19:30:35] TUNE,Y,PID_TEST,KP,0.140,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:30:42] TUNE,Y,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.003,SCORE,228.775
[19:30:42] TUNE,Y,RECENTER
[19:30:42] TUNE,Y,RECENTERED,ERROR,-2
[19:30:42] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:30:50] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.003,SCORE,193.875
[19:30:50] TUNE,Y,RECENTER
[19:30:50] TUNE,Y,RECENTERED,ERROR,2
[19:30:50] TUNE,Y,PID_TEST,KP,0.100,KI,0.400,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:30:57] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.400,KD,0.003,SCORE,226.908
[19:30:58] TUNE,Y,RECENTER
[19:30:58] TUNE,Y,RECENTERED,ERROR,3
[19:30:58] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:31:05] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.000,SCORE,179.512
[19:31:05] TUNE,Y,RECENTER
[19:31:05] TUNE,Y,RECENTERED,ERROR,3
[19:31:05] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:31:13] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.007,SCORE,228.974
[19:31:13] TUNE,Y,RECENTER
[19:31:13] TUNE,Y,RECENTERED,ERROR,4
[19:31:13] TUNE,Y,PID_TEST,KP,0.080,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:31:20] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.200,KD,0.003,SCORE,198.042
[19:31:20] TUNE,Y,RECENTER
[19:31:20] TUNE,Y,RECENTERED,ERROR,-1
[19:31:20] TUNE,Y,PID_TEST,KP,0.140,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:31:28] TUNE,Y,RESULT,MODE,PID,KP,0.140,KI,0.200,KD,0.003,SCORE,215.917
[19:31:28] TUNE,Y,RECENTER
[19:31:28] TUNE,Y,RECENTERED,ERROR,3
[19:31:28] TUNE,Y,PID_TEST,KP,0.100,KI,0.120,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:31:35] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.120,KD,0.003,SCORE,209.833
[19:31:35] TUNE,Y,RECENTER
[19:31:36] TUNE,Y,RECENTERED,ERROR,-1
[19:31:36] TUNE,Y,PID_TEST,KP,0.100,KI,0.280,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:31:43] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.280,KD,0.003,SCORE,221.966
[19:31:43] TUNE,Y,RECENTER
[19:31:43] TUNE,Y,RECENTERED,ERROR,-1
[19:31:43] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:31:51] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.000,SCORE,192.109
[19:31:51] TUNE,Y,RECENTER
[19:31:51] TUNE,Y,RECENTERED,ERROR,1
[19:31:51] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:31:58] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.007,SCORE,188.382
[19:31:58] TUNE,Y,RECENTER
[19:31:59] TUNE,Y,RECENTERED,ERROR,-2
[19:31:59] TUNE,Y,PID_TEST,KP,0.120,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:32:06] TUNE,Y,RESULT,MODE,PID,KP,0.120,KI,0.080,KD,0.003,SCORE,219.437
[19:32:06] TUNE,Y,RECENTER
[19:32:06] TUNE,Y,RECENTERED,ERROR,-1
[19:32:06] TUNE,Y,PID_TEST,KP,0.200,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:32:14] TUNE,Y,RESULT,MODE,PID,KP,0.200,KI,0.080,KD,0.003,SCORE,307.746
[19:32:14] TUNE,Y,RECENTER
[19:32:14] TUNE,Y,RECENTERED,ERROR,-1
[19:32:14] TUNE,Y,PID_TEST,KP,0.160,KI,0.160,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:32:21] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.160,KD,0.003,SCORE,249.680
[19:32:21] TUNE,Y,RECENTER
[19:32:21] TUNE,Y,RECENTERED,ERROR,-1
[19:32:21] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:32:29] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.000,SCORE,239.895
[19:32:29] TUNE,Y,RECENTER
[19:32:29] TUNE,Y,RECENTERED,ERROR,1
[19:32:29] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:32:36] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.007,SCORE,253.601
[19:32:36] TUNE,Y,CHAMPIONSHIP_SEMIFINAL,COUNT,6
[19:32:36] TUNE,Y,RECENTER
[19:32:37] TUNE,Y,RECENTERED,ERROR,-1
[19:32:37] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:32:44] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.000,SCORE,182.934
[19:32:44] TUNE,Y,RECENTER
[19:32:44] TUNE,Y,RECENTERED,ERROR,-1
[19:32:44] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:32:52] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.007,SCORE,197.670
[19:32:52] TUNE,Y,RECENTER
[19:32:52] TUNE,Y,RECENTERED,ERROR,-4
[19:32:52] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:32:59] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.000,SCORE,222.176
[19:32:59] TUNE,Y,RECENTER
[19:32:59] TUNE,Y,RECENTERED,ERROR,-2
[19:33:00] TUNE,Y,PID_TEST,KP,0.080,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:33:07] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.320,KD,0.003,SCORE,205.698
[19:33:07] TUNE,Y,RECENTER
[19:33:07] TUNE,Y,RECENTERED,ERROR,1
[19:33:07] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:33:15] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.003,SCORE,201.335
[19:33:15] TUNE,Y,RECENTER
[19:33:15] TUNE,Y,RECENTERED,ERROR,0
[19:33:15] TUNE,Y,PID_TEST,KP,0.080,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:33:22] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.200,KD,0.003,SCORE,192.540
[19:33:22] TUNE,Y,CHAMPIONSHIP_FINE,COUNT,11
[19:33:22] TUNE,Y,RECENTER
[19:33:22] TUNE,Y,RECENTERED,ERROR,-3
[19:33:22] TUNE,Y,PID_TEST,KP,0.085,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:33:30] TUNE,Y,RESULT,MODE,PID,KP,0.085,KI,0.320,KD,0.000,SCORE,216.215
[19:33:30] TUNE,Y,RECENTER
[19:33:30] TUNE,Y,RECENTERED,ERROR,3
[19:33:30] TUNE,Y,PID_TEST,KP,0.115,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:33:37] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.320,KD,0.000,SCORE,184.074
[19:33:38] TUNE,Y,RECENTER
[19:33:38] TUNE,Y,RECENTERED,ERROR,1
[19:33:38] TUNE,Y,PID_TEST,KP,0.100,KI,0.285,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:33:45] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.285,KD,0.000,SCORE,246.473
[19:33:45] TUNE,Y,RECENTER
[19:33:45] TUNE,Y,RECENTERED,ERROR,1
[19:33:45] TUNE,Y,PID_TEST,KP,0.100,KI,0.355,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:33:53] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.355,KD,0.000,SCORE,186.147
[19:33:53] TUNE,Y,RECENTER
[19:33:53] TUNE,Y,RECENTERED,ERROR,3
[19:33:53] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.002,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:34:00] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.002,SCORE,186.451
[19:34:00] TUNE,Y,RECENTER
[19:34:00] TUNE,Y,RECENTERED,ERROR,-2
[19:34:00] TUNE,Y,PID_TEST,KP,0.085,KI,0.200,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:34:08] TUNE,Y,RESULT,MODE,PID,KP,0.085,KI,0.200,KD,0.007,SCORE,227.967
[19:34:08] TUNE,Y,RECENTER
[19:34:08] TUNE,Y,RECENTERED,ERROR,2
[19:34:08] TUNE,Y,PID_TEST,KP,0.115,KI,0.200,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:34:16] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.200,KD,0.007,SCORE,231.120
[19:34:16] TUNE,Y,RECENTER
[19:34:16] TUNE,Y,RECENTERED,ERROR,3
[19:34:16] TUNE,Y,PID_TEST,KP,0.100,KI,0.165,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:34:23] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.165,KD,0.007,SCORE,225.268
[19:34:23] TUNE,Y,RECENTER
[19:34:23] TUNE,Y,RECENTERED,ERROR,-2
[19:34:23] TUNE,Y,PID_TEST,KP,0.100,KI,0.235,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:34:31] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.235,KD,0.007,SCORE,236.053
[19:34:31] TUNE,Y,RECENTER
[19:34:31] TUNE,Y,RECENTERED,ERROR,0
[19:34:31] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.006,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:34:38] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.006,SCORE,209.963
[19:34:38] TUNE,Y,RECENTER
[19:34:38] TUNE,Y,RECENTERED,ERROR,-1
[19:34:39] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.009,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:34:46] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.009,SCORE,206.711
[19:34:46] TUNE,Y,CHAMPIONSHIP_FINAL,COUNT,4,REPEATS,3
[19:34:46] TUNE,Y,RECENTER
[19:34:46] TUNE,Y,RECENTERED,ERROR,-2
[19:34:46] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:34:53] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.000,SCORE,158.250
[19:34:54] TUNE,Y,RECENTER
[19:34:54] TUNE,Y,RECENTERED,ERROR,-2
[19:34:54] TUNE,Y,PID_TEST,KP,0.115,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:35:01] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.320,KD,0.000,SCORE,229.992
[19:35:01] TUNE,Y,RECENTER
[19:35:01] TUNE,Y,RECENTERED,ERROR,2
[19:35:01] TUNE,Y,PID_TEST,KP,0.115,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:35:09] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.320,KD,0.000,SCORE,236.632
[19:35:09] TUNE,Y,RECENTER
[19:35:09] TUNE,Y,RECENTERED,ERROR,0
[19:35:09] TUNE,Y,PID_TEST,KP,0.100,KI,0.355,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:35:16] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.355,KD,0.000,SCORE,208.906
[19:35:16] TUNE,Y,RECENTER
[19:35:17] TUNE,Y,RECENTERED,ERROR,3
[19:35:17] TUNE,Y,PID_TEST,KP,0.100,KI,0.355,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:35:24] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.355,KD,0.000,SCORE,192.915
[19:35:24] TUNE,Y,RECENTER
[19:35:24] TUNE,Y,RECENTERED,ERROR,1
[19:35:24] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.002,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:35:24] 60,0.00,6.02,18
[19:35:32] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.002,SCORE,178.038
[19:35:32] TUNE,Y,RECENTER
[19:35:32] TUNE,Y,RECENTERED,ERROR,0
[19:35:32] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.002,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:35:39] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.002,SCORE,182.165
[19:35:39] TUNE,Y,CHAMPIONSHIP_POLISH,COUNT,9
[19:35:39] TUNE,Y,RECENTER
[19:35:39] TUNE,Y,RECENTERED,ERROR,-1
[19:35:39] TUNE,Y,PID_TEST,KP,0.090,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:35:47] TUNE,Y,RESULT,MODE,PID,KP,0.090,KI,0.320,KD,0.000,SCORE,222.151
[19:35:47] TUNE,Y,RECENTER
[19:35:47] TUNE,Y,RECENTERED,ERROR,2
[19:35:47] TUNE,Y,PID_TEST,KP,0.110,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:35:54] TUNE,Y,RESULT,MODE,PID,KP,0.110,KI,0.320,KD,0.000,SCORE,189.820
[19:35:54] TUNE,Y,RECENTER
[19:35:55] TUNE,Y,RECENTERED,ERROR,-3
[19:35:55] TUNE,Y,PID_TEST,KP,0.095,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:36:02] TUNE,Y,RESULT,MODE,PID,KP,0.095,KI,0.320,KD,0.000,SCORE,190.409
[19:36:02] TUNE,Y,RECENTER
[19:36:02] TUNE,Y,RECENTERED,ERROR,3
[19:36:02] TUNE,Y,PID_TEST,KP,0.105,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:36:10] TUNE,Y,RESULT,MODE,PID,KP,0.105,KI,0.320,KD,0.000,SCORE,225.915
[19:36:10] TUNE,Y,RECENTER
[19:36:10] TUNE,Y,RECENTERED,ERROR,1
[19:36:10] TUNE,Y,PID_TEST,KP,0.100,KI,0.290,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:36:17] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.290,KD,0.000,SCORE,208.530
[19:36:17] TUNE,Y,RECENTER
[19:36:18] TUNE,Y,RECENTERED,ERROR,1
[19:36:18] TUNE,Y,PID_TEST,KP,0.100,KI,0.350,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:36:25] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.350,KD,0.000,SCORE,178.129
[19:36:25] TUNE,Y,RECENTER
[19:36:25] TUNE,Y,RECENTERED,ERROR,2
[19:36:25] TUNE,Y,PID_TEST,KP,0.100,KI,0.305,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:36:33] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.305,KD,0.000,SCORE,185.332
[19:36:33] TUNE,Y,RECENTER
[19:36:33] TUNE,Y,RECENTERED,ERROR,0
[19:36:33] TUNE,Y,PID_TEST,KP,0.100,KI,0.335,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:36:40] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.335,KD,0.000,SCORE,186.677
[19:36:40] TUNE,Y,RECENTER
[19:36:40] TUNE,Y,RECENTERED,ERROR,3
[19:36:40] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.001,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:36:48] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.001,SCORE,212.224
[19:36:48] TUNE,Y,CHAMPIONSHIP_POLISH_FINAL,COUNT,4,REPEATS,2
[19:36:48] TUNE,Y,RECENTER
[19:36:48] TUNE,Y,RECENTERED,ERROR,-1
[19:36:48] TUNE,Y,PID_TEST,KP,0.100,KI,0.350,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:36:55] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.350,KD,0.000,SCORE,183.625
[19:36:55] TUNE,Y,RECENTER
[19:36:56] TUNE,Y,RECENTERED,ERROR,-2
[19:36:56] TUNE,Y,PID_TEST,KP,0.100,KI,0.305,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:37:03] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.305,KD,0.000,SCORE,194.481
[19:37:03] TUNE,Y,RECENTER
[19:37:03] TUNE,Y,RECENTERED,ERROR,-1
[19:37:03] TUNE,Y,PID_TEST,KP,0.100,KI,0.335,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:37:11] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.335,KD,0.000,SCORE,198.839
[19:37:11] TUNE,Y,RECENTER
[19:37:11] TUNE,Y,RECENTERED,ERROR,1
[19:37:11] TUNE,Y,COMPLETE,KP,0.100,KI,0.320,KD,0.000,SCORE,180.710,TESTS,3
[19:37:11] TUNE,FOLLOW,BEGIN,MODE,FOLLOW_CHAMPIONSHIP,COUNT,5
[19:37:11] TUNE,X,RECENTER
[19:37:11] TUNE,X,RECENTERED,ERROR,1
[19:37:11] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:37:18] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,212.810
[19:37:19] TUNE,Y,RECENTER
[19:37:19] TUNE,Y,RECENTERED,ERROR,1
[19:37:19] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:37:26] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,225.358
[19:37:27] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15,SCORE,438.168
[19:37:27] TUNE,X,RECENTER
[19:37:27] TUNE,X,RECENTERED,ERROR,-1
[19:37:27] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:37:34] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,241.490
[19:37:35] TUNE,Y,RECENTER
[19:37:35] TUNE,Y,RECENTERED,ERROR,1
[19:37:35] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:37:42] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,182.755
[19:37:42] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,424.245
[19:37:42] TUNE,X,RECENTER
[19:37:43] TUNE,X,RECENTERED,ERROR,2
[19:37:43] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18
[19:37:50] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,272.571
[19:37:50] TUNE,Y,RECENTER
[19:37:50] TUNE,Y,RECENTERED,ERROR,1
[19:37:50] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18
[19:37:58] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,206.895
[19:37:58] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18,SCORE,479.466
[19:37:58] TUNE,X,RECENTER
[19:37:58] TUNE,X,RECENTERED,ERROR,1
[19:37:58] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.038,FFMAX,5.0,ILIM,13.0,LISCALE,0.20
[19:38:06] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,258.429
[19:38:06] TUNE,Y,RECENTER
[19:38:06] TUNE,Y,RECENTERED,ERROR,0
[19:38:06] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.038,FFMAX,5.0,ILIM,13.0,LISCALE,0.20
[19:38:14] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,186.212
[19:38:14] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.038,FFMAX,5.0,ILIM,13.0,LISCALE,0.20,SCORE,444.641
[19:38:14] TUNE,X,RECENTER
[19:38:14] TUNE,X,RECENTERED,ERROR,-1
[19:38:14] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22
[19:38:21] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,224.214
[19:38:22] TUNE,Y,RECENTER
[19:38:22] TUNE,Y,RECENTERED,ERROR,-1
