[12:59:02] 日志目录：F:\k230gc\pidtest\host\logs\20260707_125902
[13:15:50] TUNE,Y,RESULT,MODE,PID,KP,0.120,KI,0.200,KD,0.003,SCORE,176.625
[13:15:50] TUNE,Y,RECENTER
[13:15:50] TUNE,Y,RECENTERED,ERROR,1
[13:15:50] TUNE,Y,PID_TEST,KP,0.200,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:15:57] TUNE,Y,RESULT,MODE,PID,KP,0.200,KI,0.200,KD,0.003,SCORE,196.559
[13:15:57] TUNE,Y,RECENTER
[13:15:57] TUNE,Y,RECENTERED,ERROR,1
[13:15:57] TUNE,Y,PID_TEST,KP,0.160,KI,0.120,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:16:05] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.120,KD,0.003,SCORE,162.834
[13:16:05] TUNE,Y,RECENTER
[13:16:05] TUNE,Y,RECENTERED,ERROR,-3
[13:16:05] TUNE,Y,PID_TEST,KP,0.160,KI,0.280,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:16:12] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.280,KD,0.003,SCORE,213.273
[13:16:12] TUNE,Y,RECENTER
[13:16:13] TUNE,Y,RECENTERED,ERROR,1
[13:16:13] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:16:20] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.000,SCORE,148.880
[13:16:20] TUNE,Y,RECENTER
[13:16:20] TUNE,Y,RECENTERED,ERROR,2
[13:16:20] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:16:28] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.007,SCORE,186.501
[13:16:28] TUNE,Y,CHAMPIONSHIP_SEMIFINAL,COUNT,6
[13:16:28] TUNE,Y,RECENTER
[13:16:28] TUNE,Y,RECENTERED,ERROR,0
[13:16:28] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:16:35] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.003,SCORE,137.418
[13:16:35] TUNE,Y,RECENTER
[13:16:35] TUNE,Y,RECENTERED,ERROR,-1
[13:16:35] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:16:43] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.000,SCORE,132.106
[13:16:43] TUNE,Y,RECENTER
[13:16:43] TUNE,Y,RECENTERED,ERROR,1
[13:16:43] TUNE,Y,PID_TEST,KP,0.080,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:16:51] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.320,KD,0.003,SCORE,134.528
[13:16:51] TUNE,Y,RECENTER
[13:16:51] TUNE,Y,RECENTERED,ERROR,0
[13:16:51] TUNE,Y,PID_TEST,KP,0.100,KI,0.120,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:16:58] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.120,KD,0.003,SCORE,147.197
[13:16:58] TUNE,Y,RECENTER
[13:16:58] TUNE,Y,RECENTERED,ERROR,-1
[13:16:58] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:17:06] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.007,SCORE,136.564
[13:17:06] TUNE,Y,CHAMPIONSHIP_FINE,COUNT,11
[13:17:06] TUNE,Y,RECENTER
[13:17:06] TUNE,Y,RECENTERED,ERROR,1
[13:17:06] TUNE,Y,PID_TEST,KP,0.085,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:17:13] TUNE,Y,RESULT,MODE,PID,KP,0.085,KI,0.240,KD,0.003,SCORE,142.294
[13:17:13] TUNE,Y,RECENTER
[13:17:14] TUNE,Y,RECENTERED,ERROR,1
[13:17:14] TUNE,Y,PID_TEST,KP,0.115,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:17:21] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.240,KD,0.003,SCORE,145.781
[13:17:21] TUNE,Y,RECENTER
[13:17:21] TUNE,Y,RECENTERED,ERROR,1
[13:17:21] TUNE,Y,PID_TEST,KP,0.100,KI,0.205,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:17:29] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.205,KD,0.003,SCORE,153.147
[13:17:29] TUNE,Y,RECENTER
[13:17:29] TUNE,Y,RECENTERED,ERROR,1
[13:17:29] TUNE,Y,PID_TEST,KP,0.100,KI,0.275,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:17:36] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.275,KD,0.003,SCORE,123.316
[13:17:36] TUNE,Y,RECENTER
[13:17:36] TUNE,Y,RECENTERED,ERROR,1
[13:17:36] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.002,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:17:44] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.002,SCORE,127.622
[13:17:44] TUNE,Y,RECENTER
[13:17:44] TUNE,Y,RECENTERED,ERROR,-1
[13:17:44] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.005,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:17:51] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.005,SCORE,175.922
[13:17:51] TUNE,Y,RECENTER
[13:17:52] TUNE,Y,RECENTERED,ERROR,1
[13:17:52] TUNE,Y,PID_TEST,KP,0.085,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:17:59] TUNE,Y,RESULT,MODE,PID,KP,0.085,KI,0.320,KD,0.000,SCORE,140.569
[13:17:59] TUNE,Y,RECENTER
[13:17:59] TUNE,Y,RECENTERED,ERROR,1
[13:17:59] TUNE,Y,PID_TEST,KP,0.115,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:18:07] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.320,KD,0.000,SCORE,122.417
[13:18:07] TUNE,Y,RECENTER
[13:18:07] TUNE,Y,RECENTERED,ERROR,0
[13:18:07] TUNE,Y,PID_TEST,KP,0.100,KI,0.285,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:18:14] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.285,KD,0.000,SCORE,137.890
[13:18:14] TUNE,Y,RECENTER
[13:18:14] TUNE,Y,RECENTERED,ERROR,1
[13:18:14] TUNE,Y,PID_TEST,KP,0.100,KI,0.355,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:18:22] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.355,KD,0.000,SCORE,151.567
[13:18:22] TUNE,Y,RECENTER
[13:18:22] TUNE,Y,RECENTERED,ERROR,1
[13:18:22] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.002,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:18:29] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.002,SCORE,130.457
[13:18:29] TUNE,Y,CHAMPIONSHIP_FINAL,COUNT,4,REPEATS,3
[13:18:29] TUNE,Y,RECENTER
[13:18:30] TUNE,Y,RECENTERED,ERROR,1
[13:18:30] TUNE,Y,PID_TEST,KP,0.115,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:18:37] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.320,KD,0.000,SCORE,133.758
[13:18:37] TUNE,Y,RECENTER
[13:18:37] TUNE,Y,RECENTERED,ERROR,1
[13:18:37] TUNE,Y,PID_TEST,KP,0.115,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:18:45] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.320,KD,0.000,SCORE,194.830
[13:18:45] TUNE,Y,RECENTER
[13:18:45] TUNE,Y,RECENTERED,ERROR,2
[13:18:45] TUNE,Y,PID_TEST,KP,0.100,KI,0.275,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:18:52] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.275,KD,0.003,SCORE,166.037
[13:18:52] TUNE,Y,RECENTER
[13:18:52] TUNE,Y,RECENTERED,ERROR,2
[13:18:52] TUNE,Y,PID_TEST,KP,0.100,KI,0.275,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:19:00] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.275,KD,0.003,SCORE,137.621
[13:19:00] TUNE,Y,RECENTER
[13:19:00] TUNE,Y,RECENTERED,ERROR,0
[13:19:00] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:19:07] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.003,SCORE,149.568
[13:19:07] TUNE,Y,RECENTER
[13:19:07] TUNE,Y,RECENTERED,ERROR,3
[13:19:08] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.002,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:19:15] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.002,SCORE,137.066
[13:19:15] TUNE,Y,RECENTER
[13:19:15] TUNE,Y,RECENTERED,ERROR,-1
[13:19:15] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.002,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:19:22] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.002,SCORE,167.542
[13:19:23] TUNE,Y,RECENTER
[13:19:23] TUNE,Y,RECENTERED,ERROR,-2
[13:19:23] TUNE,Y,COMPLETE,KP,0.100,KI,0.240,KD,0.003,SCORE,141.671,TESTS,3
[13:19:23] TUNE,FOLLOW,BEGIN,MODE,FOLLOW_CHAMPIONSHIP,COUNT,5
[13:19:23] TUNE,X,RECENTER
[13:19:23] TUNE,X,RECENTERED,ERROR,1
[13:19:23] TUNE,X,FOLLOW_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:19:30] TUNE,X,RESULT,MODE,FOLLOW,KP,0.160,KI,0.435,KD,0.003,SCORE,409.842
[13:19:31] TUNE,Y,RECENTER
[13:19:31] TUNE,Y,RECENTERED,ERROR,-1
[13:19:31] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:19:38] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.240,KD,0.003,SCORE,131.570
[13:19:39] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15,SCORE,541.412
[13:19:39] TUNE,X,RECENTER
[13:19:39] TUNE,X,RECENTERED,ERROR,0
[13:19:39] TUNE,X,FOLLOW_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[13:19:46] TUNE,X,RESULT,MODE,FOLLOW,KP,0.160,KI,0.435,KD,0.003,SCORE,403.896
[13:19:47] TUNE,Y,RECENTER
[13:19:47] TUNE,Y,RECENTERED,ERROR,1
[13:19:47] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[13:19:54] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.240,KD,0.003,SCORE,128.018
[13:19:54] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,531.915
[13:19:54] TUNE,X,RECENTER
[13:19:55] TUNE,X,RECENTERED,ERROR,-1
[13:19:55] TUNE,X,FOLLOW_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18
[13:20:02] TUNE,X,RESULT,MODE,FOLLOW,KP,0.160,KI,0.435,KD,0.003,SCORE,389.032
[13:20:02] TUNE,Y,RECENTER
[13:20:02] TUNE,Y,RECENTERED,ERROR,2
[13:20:02] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18
[13:20:10] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.240,KD,0.003,SCORE,148.844
[13:20:10] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18,SCORE,537.876
[13:20:10] TUNE,X,RECENTER
[13:20:10] TUNE,X,RECENTERED,ERROR,3
[13:20:10] TUNE,X,FOLLOW_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.038,FFMAX,5.0,ILIM,13.0,LISCALE,0.20
[13:20:18] TUNE,X,RESULT,MODE,FOLLOW,KP,0.160,KI,0.435,KD,0.003,SCORE,379.222
[13:20:18] TUNE,Y,RECENTER
[13:20:18] TUNE,Y,RECENTERED,ERROR,0
[13:20:18] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.038,FFMAX,5.0,ILIM,13.0,LISCALE,0.20
[13:20:26] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.240,KD,0.003,SCORE,165.468
[13:20:26] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.038,FFMAX,5.0,ILIM,13.0,LISCALE,0.20,SCORE,544.691
[13:20:26] TUNE,X,RECENTER
[13:20:26] TUNE,X,RECENTERED,ERROR,-2
[13:20:26] TUNE,X,FOLLOW_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22
[13:20:33] TUNE,X,RESULT,MODE,FOLLOW,KP,0.160,KI,0.435,KD,0.003,SCORE,421.011
[13:20:34] TUNE,Y,RECENTER
[13:20:34] TUNE,Y,RECENTERED,ERROR,-2
[13:20:34] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22
[13:20:41] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.240,KD,0.003,SCORE,170.749
[13:20:42] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22,SCORE,591.760
[13:20:42] TUNE,FOLLOW,FINAL,COUNT,2,REPEATS,2
[13:20:42] TUNE,X,RECENTER
[13:20:42] TUNE,X,RECENTERED,ERROR,3
[13:20:42] TUNE,X,FOLLOW_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[13:20:49] TUNE,X,RESULT,MODE,FOLLOW,KP,0.160,KI,0.435,KD,0.003,SCORE,411.602
[13:20:49] TUNE,Y,RECENTER
[13:20:50] TUNE,Y,RECENTERED,ERROR,1
[13:20:50] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[13:20:57] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.240,KD,0.003,SCORE,153.543
[13:20:57] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,554.345
[13:20:57] TUNE,X,RECENTER
[13:20:58] TUNE,X,RECENTERED,ERROR,-2
[13:20:58] TUNE,X,FOLLOW_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18
[13:21:05] TUNE,X,RESULT,MODE,FOLLOW,KP,0.160,KI,0.435,KD,0.003,SCORE,312.746
[13:21:05] TUNE,Y,RECENTER
[13:21:05] TUNE,Y,RECENTERED,ERROR,-1
[13:21:05] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18
[13:21:13] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.240,KD,0.003,SCORE,167.521
[13:21:13] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18,SCORE,519.153
[13:21:13] TUNE,FOLLOW,COMPLETE,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18,SCORE,519.153,TESTS,2
[13:21:14] TUNE,X,RECENTER
[13:21:14] TUNE,X,RECENTERED,ERROR,-2
[13:21:14] TUNE,X,VERIFY_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18
[13:21:21] TUNE,X,RESULT,MODE,VERIFY,KP,0.160,KI,0.435,KD,0.003,SCORE,329.085
[13:21:22] TUNE,Y,RECENTER
[13:21:22] TUNE,Y,RECENTERED,ERROR,2
[13:21:22] TUNE,Y,VERIFY_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18
[13:21:29] TUNE,Y,RESULT,MODE,VERIFY,KP,0.100,KI,0.240,KD,0.003,SCORE,161.121
[13:21:29] TUNE,XY,FINAL_RECENTER
[13:21:30] TUNE,XY,RECENTERED,XERR,-3,YERR,3
[13:21:30] OK,TRACK_ON
[13:21:30] AUTOTUNE_COMPLETE,XKP,0.160,XKI,0.435,XKD,0.003,XPOL,1,XSCORE,329.085,YKP,0.100,YKI,0.240,YKD,0.003,YPOL,1,YSCORE,161.121,FFG,0.034,FFMAX,4.5,ILIM,12.0,LISCALE,0.18,FSCORE,519.153
[13:21:30] 最佳参数已保存：F:\k230gc\pidtest\host\logs\20260707_125902\best_params.json
[13:21:30] 旧冠军使用旧评分体系；本轮已建立首个完整PID冠军
[13:23:53] TX > STOP
[13:23:53] OK,STOP
[13:23:53] TX > STOP
[13:23:53] OK,STOP
[13:23:58] SERIAL_ERROR,GetOverlappedResult failed (PermissionError(13, '拒绝访问。', None, 5))
[13:23:58] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:23:58] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:23:59] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:23:59] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:23:59] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:23:59] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:23:59] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:00] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:00] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:00] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:00] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:00] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:00] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:01] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:01] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:01] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:01] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:01] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:02] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:02] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:02] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:02] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:03] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:03] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:03] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:03] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:03] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:04] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:04] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:04] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:04] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:04] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:05] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:05] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:05] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:05] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:05] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:06] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:06] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:06] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:06] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:06] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:07] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:07] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:07] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:07] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:07] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:08] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:08] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:08] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:08] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:08] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:09] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:09] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:09] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:09] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:09] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:10] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:10] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:10] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:10] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:10] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:11] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
